word,translation,tag
very slight sound,簌簌,cedict
very slow,慢吞吞,cedict
very small,小不点,cedict
very soon,俄而,cedict
very spicy,极辣,cedict
very straight,笔挺,cedict
very stubborn,死顽固,cedict
very stubborn person,死顽固,cedict
very sweet,甜蜜蜜,cedict
very useful tool,神器,cedict
very wealthy,万贯,cedict
very wealthy man,财神爷,cedict
very wealthy person,大款,cedict
very witty,妙趣横生,cedict
very young kitten,奶猫,cedict
very young puppy,奶狗,cedict
vessels for holding food,箪笥,cedict
vested in,既得,cedict
vested interest,既得利益,cedict
vestiges of the past,雪泥鸿爪,cedict
vestigial residue,余绪,cedict
vesting period,既得期间,cedict
veteran actor,老戏骨,cedict
veteran general,宿将,cedict
veterans general hospital,荣总,cedict
veterans' day,退伍军人节,cedict
veterinary medicine,兽医学,cedict
veterinary medicines,兽药,cedict
veterinary pathology,兽病理学,cedict
veterinary science,兽医学,cedict
veterinary surgeon,兽医,cedict
vetiver grass,香根草,cedict
veto power,否决权,cedict
via ferrata,飞拉达,cedict
via private channels,走内线,cedict
vibe coding,氛围编程,cedict
vibration dampening,减振,cedict
vice president,副总裁,cedict
vice prime minister,副总理,cedict
vice versa,反之亦然,cedict
vicious and greedy,吃人不吐骨头,cedict
vicious and ruthless,心毒手辣,cedict
vicious attack,毒手,cedict
vicious circle,怪圈,cedict
vicious currents,戾气,cedict
vicious habit,恶心,cedict
vicious talk,恶舌,cedict
vicious tyrant,豺狼,cedict
vicious wife,恶妇,cedict
vicissitudes of life,风尘,cedict
victim of an accident,死难者,cedict
victim of corporal punishment,受刑人,cedict
victims of oppression,鱼肉,cedict
victoria island,维多利亚岛,cedict
victoria's secret,维密,cedict
victorious battle,胜仗,cedict
victory day,胜利日,cedict
victory garland,月桂冠,cedict
victory in everything one touches,满堂红,cedict
victory is in sight,胜利在望,cedict
victory or defeat,胜败,cedict
victory presented on a platter,躺赢,cedict
video camera,摄像机,cedict
video clip,短片,cedict
video compact disc,视盘,cedict
video conference,影像会议,cedict
video game,电动,cedict
video game console,游戏主机,cedict
video game controller,手柄,cedict
video game machine,游戏机,cedict
video gaming,电子竞技,cedict
video on demand,视频点播,cedict
video player,单放机,cedict
video recorder,录像机,cedict
video recording,录像,cedict
videocassette recorder,录影机,cedict
viet cong,越共,cedict
vietnam characters,喃字,cedict
vietnam war,越南战争,cedict
vietnamese dong,越南盾,cedict
vietnamese literature,越南文,cedict
vietnamese resident in other countries,越侨,cedict
vietnamese written language,越南文,cedict
view of the back,后影,cedict
view of the situation,图景,cedict
viewed from another angle,反观,cedict
viewing frame,取景框,cedict
viewing platform,看台,cedict
viewing room,放映室,cedict
vigor of brushstrokes,骨力,cedict
vigor of style in writing,笔锋,cedict
vigorous and nimble,矫捷,cedict
vigorous modern style of dance,劲舞,cedict
vigorous style,风骨,cedict
vile character,小人,cedict
vile spawn,孽种,cedict
villa and park,庄园,cedict
village chief,乡长,cedict
village committee,村委会,cedict
village doctor,乡村医生,cedict
village girl,村姑,cedict
village of three households,三家村,cedict
village school,书会,cedict
village within a city,城中村,cedict
villi capillary,绒毛,cedict
vinaceous rosefinch,酒红朱雀,cedict
vine plant,藤本植物,cedict
vinegar jar,醋坛子,cedict
vinous-throated parrotbill,棕头鸦雀,cedict
vinyl chloride,氯乙烯,cedict
vinyl group,乙烯基,cedict
violation ticket,罚单,cedict
violent commotion,风暴,cedict
violent crime,暴力犯罪,cedict
violent development,风起潮涌,cedict
violent method,暴力法,cedict
violent movement or force,狂飙,cedict
violent rain,豪雨,cedict
violent reform or revolution,狂飙,cedict
violent wave,恶浪,cedict
violent wind and rainstorm,暴风骤雨,cedict
violent woman,悍妇,cedict
violently opposed to,强烈反对,cedict
violet cuckoo,紫金鹃,cedict
vip aircraft,专机,cedict
vip lounge,贵宾室,cedict
vipassana meditation,内观,cedict
viral hepatitis,病毒性肝炎,cedict
viral infection,病毒感染,cedict
viral marketing,病毒式营销,cedict
virgil's aeneid,伊尼特,cedict
virgin female,童女,cedict
virgin girl,黄花姑娘,cedict
virgin male,童男,cedict
virgin olive oil,原生橄榄油,cedict
virgin soil,生土,cedict
virgin tropical rainforest,原始热带雨林,cedict
virtual circuit,虚电路,cedict
virtual connection,虚拟连接,cedict
virtual currency created by baidu,百度币,cedict
virtual environment,虚拟环境,cedict
virtual image,虚像,cedict
virtual machine,虚拟机,cedict
virtual network,虚拟网络,cedict
virtual private network,虚拟专用网络,cedict
virtual reality,虚拟实境,cedict
virtual reality markup language,虚拟现实置标语言,cedict
virtually impossible to prevent,防不胜防,cedict
virtually the same,大同小异,cedict
virtuoso piper wins a beauty,玉人吹箫,cedict
virtuous actions,积德,cedict
virtuous and talented,德才,cedict
virtuous cause,大义,cedict
virtuous companions and worthy friends,良朋益友,cedict
virtuous cycle,良性循环,cedict
virtuous deed,义行,cedict
virtuous gentleman,淑人君子,cedict
virtuous intentions,善心,cedict
virtuous person,贤士,cedict
virtuous ruler,圣贤,cedict
virus family,病毒科,cedict
virus of the family bunyaviridae,布尼亚病毒,cedict
virus that infects bacteria,细菌病毒,cedict
visa exemption,免签,cedict
visceral arch,鳃弓,cedict
viscous force,黏性力,cedict
vise jaw,压板,cedict
visible light,可见光,cedict
visible range,视距,cedict
visible veins,血丝,cedict
visionary and sagacious,远见卓识,cedict
visitation rights,探视权,cedict
visiting card,名刺,cedict
visiting head of state,国宾,cedict
visiting team,客队,cedict
visitor's book,留言簿,cedict
visitors from outer space,天外来客,cedict
visor cap,大盖帽,cedict
visual angle,视角,cedict
visual arts,形象艺术,cedict
visual assessment,目测,cedict
visual effect,视效,cedict
visual impairment,视损伤,cedict
visual meme,表情包,cedict
visually attractive,养眼,cedict
visually impaired person,盲胞,cedict
vital capacity,肺活量,cedict
vital energy,正气,cedict
vital force,活力,cedict
vital interest,利害关系,cedict
vital part,要害,cedict
vital signs,生命体征,cedict
vitally important,性命攸关,cedict
vitamin c,抗坏血酸,cedict
vitelline duct,卵黄管,cedict
vitelline glands,卵黄腺,cedict
vitreous humor,玻璃体,cedict
vivid and realistic,活灵活现,cedict
vivid in one's mind,历历在目,cedict
vividly colorful and fragrant,活色生香,cedict
vividly portrayed,呼之欲出,cedict
vocabulary notebook,生词本,cedict
vocabulary words,生词语,cedict
vocal accompaniment,伴唱,cedict
vocal cords,发声器官,cedict
vocal folds,声带,cedict
vocal fry,吱嘎声,cedict
vocal mimicry,口技,cedict
vocal music,唱腔,cedict
vocal organs,发声器官,cedict
vocal performance,演唱,cedict
vocal pouch,声囊,cedict
vocal range,音域,cedict
vocal recital or concert,演唱会,cedict
vocal sac,声囊,cedict
vocational high school,技工学校,cedict
vocational higher education institution,高职,cedict
vocational school,职校,cedict
vocational training,职业教育,cedict
vocative case,呼格,cedict
voice actor,声优,cedict
voice and features,音容,cedict
voice assistant,语音助手,cedict
voice booster,小蜜蜂,cedict
voice breaking,倒仓,cedict
voice change,倒嗓,cedict
voice changer,变声器,cedict
voice coil,音圈,cedict
voice mailbox,语音信箱,cedict
voice message,语音,cedict
voice of america,美国之音,cedict
voice of complaint,怨声,cedict
voice recorder,录音笔,cedict
voice signal,语音信号,cedict
voice training,吊嗓子,cedict
voiced consonant,浊辅音,cedict
voiced sound,浊音,cedict
voiced stop,浊塞音,cedict
voiceless sound,清音,cedict
volatile memory,挥发性存储器,cedict
volatile oil,挥发油,cedict
volcanic activity,火山活动,cedict
volcanic ash,火山灰,cedict
volcanic belt,火山带,cedict
volcanic crater,火山口,cedict
volcanic eruption,火山爆发,cedict
volcanic explosivity index,火山爆发指数,cedict
volcanic island,火山岛,cedict
volcanic rock,火山岩,cedict
volga river,伏尔加河,cedict
volkswagen beetle,甲虫车,cedict
volte face,转头,cedict
volume of freight,运输量,cedict
volume of trade,贸易额,cedict
volume of use,使用量,cedict
volume of water,水量,cedict
volume of website traffic,浏览量,cedict
volumes of classics,经卷,cedict
volumes of scriptures,经卷,cedict
volumetric analysis,容量分析,cedict
volumetric cylinder,量筒,cedict
volumetric efficiency,容积效率,cedict
volumetric pricing,阶梯计价,cedict
voluntary worker,义务工作者,cedict
volunteer army,志愿军,cedict
volunteer soldier,志愿兵,cedict
volunteer work,义工,cedict
volunteer worker,义工,cedict
vomer bone,犁骨,cedict
von schrenck's bittern,紫背苇鳽,cedict
voodoo religion,巫毒教,cedict
vote of no-confidence,不信任投票,cedict
vote of thanks,铭谢,cedict
voter base,基本盘,cedict
voter registration,选民登记,cedict
voter turnout,参选率,cedict
voting booth,圈票处,cedict
voting machine,投票机器,cedict
voting place,投票地点,cedict
voting rights,参政权,cedict
vowel harmony,元音和谐,cedict
vulgar style,低俗之风,cedict
vulnerable spot,死穴,cedict
vulpes zerda,耳廓狐,cedict
vying in beauty and glamor,争妍斗艳,cedict
wa ethnic group,佤族,cedict
wacky behavior,搞怪,cedict
wade-giles system,威妥玛拼法,cedict
wading boots,涉水靴,cedict
wading pool,游戏池,cedict
wafer cookie,威化饼干,cedict
wage adjustment,调资,cedict
wage ceiling,最高工资限额,cedict
wages arrears,欠薪,cedict
waist and back,腰板,cedict
waist drum,腰鼓,cedict
waist measurement,腰围,cedict
waist of trousers,裤腰,cedict
waist pack,腰包,cedict
waist purse,腰包,cedict
waist-drum dance,腰鼓,cedict
waist-to-hip ratio,腰臀比,cedict
waistband of a skirt,裙带,cedict
wait a minute,待会,cedict
wait a moment,等一等,cedict
waiting anxiously,眼巴巴,cedict
waiting for,以期,cedict
waiting for a vacancy,候缺,cedict
waiting list,候补名单,cedict
waiting room,候诊室,cedict
waiting time,等待时间,cedict
wake island,威克岛,cedict
wake-up call,叫醒服务,cedict
waking from hibernation,启蛰,cedict
waley or whaley,韦利,cedict
walk-off home run,再见全垒打,cedict
walk-up apartment,步登公寓,cedict
walking corpse,行尸走肉,cedict
walking dictionary,活字典,cedict
walking leisurely,款段,cedict
walking path,步道,cedict
walking plow,步犁,cedict
walking race,竞走,cedict
walking speed,脚程,cedict
walking stick,拐杖,cedict
wall brick,板砖,cedict
wall calendar,挂历,cedict
wall chart,挂图,cedict
wall clock,挂钟,cedict
wall effect,壁效应,cedict
wall hanging,壁挂,cedict
wall lamp,壁灯,cedict
wall newspaper,壁报,cedict
wall of intestine,肠壁,cedict
wall of the uterus,子宫壁,cedict
wall plug,壁塞,cedict
wall scroll,条幅,cedict
wall street journal,华尔街日报,cedict
walled-in path,甬道,cedict
wallis and futuna,瓦利斯和富图纳,cedict
wallowing in lust,色荒,cedict
walls have ears,隔壁有耳,cedict
walnut kernel,核桃仁,cedict
wan and sallow,憔悴,cedict
wandering tattler,漂鹬,cedict
wang ying,王英,cedict
wangjing neighborhood of beijing,望京,cedict
waning moon,月亏,cedict
want to stop but can't,欲罢不能,cedict
wanted circular,通缉令,cedict
wanted criminal,通缉犯,cedict
wanted poster,通缉令,cedict
wanton destruction of forested lands,滥砍滥伐,cedict
wanton or lascivious behavior,淫行,cedict
wanton or willful,恣情,cedict
war chariot,战车,cedict
war crime,战争罪,cedict
war criminal,战犯,cedict
war crisis,戎事倥偬,cedict
war exploits,汗马,cedict
war game,军事演习,cedict
war of aggression,侵略战争,cedict
war of attrition,持久战,cedict
war of independence,独立战争,cedict
war of resistance against japan,抗日战争,cedict
war of words,口水战,cedict
war on terrorism,反恐战争,cedict
war party,鹰派,cedict
war pennant,征旆,cedict
war secret,战机,cedict
war situation,战局,cedict
war zone,战区,cedict
warbling white-eye,日本绣眼鸟,cedict
ward's trogon,红腹咬鹃,cedict
wards off disease,驱病,cedict
warehouse assistant,理货员,cedict
warehouse or storage receipt,栈单,cedict
warehouse rent,栈租,cedict
warlords vying for supremacy,群雄,cedict
warm air,暖气,cedict
warm and fine,煦煦,cedict
warm and generous,温厚,cedict
warm and kind,温良,cedict
warm blooded,温血,cedict
warm breeze,暖风,cedict
warm color,暖色,cedict
warm current,暖流,cedict
warm feeling,暖流,cedict
warm front,暖锋,cedict
warm partition of a room,暖阁,cedict
warm relations,融融,cedict
warm room,暖阁,cedict
warm south wind,熏风,cedict
warm tone,暖调,cedict
warner brothers,华纳兄弟,cedict
warner music group,华纳音乐集团,cedict
warning device,报警器,cedict
warning sign,征兆,cedict
warning signal,警号,cedict
warp and woof,经纬,cedict
warp brocade,经丝彩色显花,cedict
warrant officer,士官,cedict
warranty period,保修期,cedict
warrior in white,白衣战士,cedict
waseda university,早稻田大学,cedict
